timestamp,vibration_hz,pression_bar,debit_m3h,temperature_c,ultrasons_db,etat
2026-01-22 07:03:53.139126,23.43039239760049,6.715176836559399,161.65535010069712,33.55700688701219,48.4862259141717,0
2026-01-29 16:58:53.139126,32.28204103904253,6.66315320299132,156.8702068335657,24.583313658863013,47.644245541593236,1
2026-01-16 20:58:53.139126,21.430131395997456,7.167424805808021,145.56545675205706,33.67000100749046,53.30007687636766,0
2026-01-23 12:28:53.139126,24.63469324467405,6.920875341380526,155.7148546065275,36.3663386806894,44.76380999361507,0
2026-02-03 05:53:53.139126,39.46669644563601,5.948649247983803,191.70579836553844,39.38897355816647,72.18112752631865,2
2026-01-20 03:53:53.139126,21.942021259056265,7.391944563834649,162.3359812397034,37.50159790316858,44.305022084667364,0
2026-01-19 03:48:53.139126,18.528748881079014,7.007129630104691,136.59831838752635,33.72703031839123,50.49987511131011,0
2026-01-16 15:33:53.139126,24.711734613210346,6.532832855872632,157.08711141380613,35.35575391698584,38.53819550151531,0
2026-01-21 20:38:53.139126,26.255185780747254,7.267466708445029,135.31751193089806,31.468281194234407,51.687583701636406,0
2026-01-17 05:28:53.139126,23.138529000768912,6.824057898005907,137.38492411119643,37.64585511918491,46.114008114128595,0
2026-02-03 12:23:53.139126,47.279870175757495,6.064968023391195,191.30966796025336,50.78115719172673,68.04253654243084,2
2026-01-25 04:08:53.139126,24.360474602728736,7.162222347996304,145.06293987672015,33.9438186165583,36.061737562871585,0
2026-01-18 22:08:53.139126,21.530191428848305,6.623246608574609,140.95165452165168,32.05920011371958,44.07512427349852,0
2026-01-17 11:18:53.139126,27.47300292300351,7.192717726569041,150.9891719515751,38.34868148287458,43.29321519162968,0
2026-01-28 13:58:53.139126,41.49516038393692,6.571324566968219,165.60720352581976,38.895764518365475,56.86204253293162,1
2026-01-25 06:23:53.139126,20.1424555252969,6.766118671129578,158.86126592768315,36.272837008720664,43.558269132454434,0
2026-01-23 16:48:53.139126,25.97208186861482,6.833038507097109,142.4498367218691,39.74760818207928,45.09477664183184,0
2026-02-03 16:28:53.139126,54.377131944304644,5.992220846346987,193.13675187338188,43.02998341113985,77.22382447314388,2
2026-01-17 05:08:53.139126,23.984636869985557,7.443977533769095,132.76958749076866,36.57319102416641,43.68564906306389,0
2026-01-16 16:28:53.139126,24.17315637894651,6.903200166501265,165.83143642548308,39.10787037805323,48.82059546750462,0
